product_id,recall_id,source_agency,external_id,name,brand,model_number,upc,lot_codes,category,model_year
10,10,FSIS,PHA-04302026-01,FSIS Issues Public Health Alert for Various Meat and Poultry Products Containing FDA-Regulated Dairy Products That Have Been Recalled Due to Possible Salmonella Contamination,,,,PHA-04302026-01-Labels.pdf,food,
292725,128508,USCG,26MF0182,"BERTRAM YACHTS LLC 28, 34, 39-CCS, 28XC",BERTRAM YACHTS LLC,"28, 34, 39-CCS, 28XC",,BYM,boat,
292727,128510,USCG,26CG0007,CAROLINA SKIFF LLC E18 JVX 18CC,CAROLINA SKIFF LLC,E18 JVX 18CC,,EKH,boat,
11,11,FSIS,PHA-04092026-01,•	1.5-lb. clear plastic containers with safety lids containing “QUALITY MEAT SKY RANCH PREMIUM PROVISIONS MARINATED BEEF RIBEYE ROLL /BULGOGI” with “SELL BY” dates of “DEC.11.25” through “APR.16.26”.; •	1.5-lb. clear plastic containers with safety lids containing “QUALITY MEAT SKY RANCH PREMIUM PROVISIONS MARINATED PORK TENDERIZED CT BUTT” with “SELL BY” dates of “DEC.11.25” through “APR.16.26”.; •	1.5-lb. clear plastic containers with safety lids containing “QUALITY MEAT SKY RANCH PREMIUM PROVISIONS MARINATED BEEF SLICED SHORT RIBS /LA STYLE” with “SELL BY” dates of “DEC.11.25” through “APR.16.26”.; •	1.5-lb. clear plastic containers with safety lids containing “QUALITY MEAT SKY RANCH PREMIUM PROVISIONS MRN PORK SINGLE BELLY CHOP / JUMULLEOK” with “SELL BY” dates of “DEC.11.25” through “APR.16.26”.,,,,PHA-04092026-01-labels,food,
12,12,FSIS,PHA-04012026-01,"29-oz. plastic bags containing approx. 36 “GREAT VALUE FULLY COOKED DINO SHAPED CHICKEN BREAST NUGGETS” with “BEST IF USED BY” date “FEB 10 2027,” lot code” 0416DPO1215,” and establishment number “P44164” printed on the back of the bag.",,,,PHA-04012026-01.pdf,food,
290966,126749,USCG,26MF0172,BRUNSWICK FAMILY BOAT CO INC D20,BRUNSWICK FAMILY BOAT CO INC,D20,,BLB,boat,
290967,126750,USCG,26MF0173,BRUNSWICK FAMILY BOAT CO INC D20I & D22I,BRUNSWICK FAMILY BOAT CO INC,D20I & D22I,,BLB,boat,
41,41,FSIS,PHA-03252026-01,"5-lb. box of 8-oz. packages containing a VACUUM-PACKED piece of &quot;BLACKWING ORGANIC MEATS ORGANIC BEEF NEW YORK STRIP STEAK,&quot; with &quot;EST. 1996&quot; inside the USDA mark of inspection.; 10-lb. box of 16-oz. packages containing a VACUUM-PACKED package of &quot;BLACKWING ORGANIC MEATS ORGANIC GROUND BEEF.&quot;; 5-lb. box of 8-oz. packages containing a VACUUM-PACKED package of &quot;BLACKWING ORGANIC MEATS GRASS FED ORGANIC BEEF STEW MEAT,&quot; with &quot;EST. 1996&quot; inside the USDA mark of inspection.; 5-lb. box of 8-oz. packages containing a VACUUM-PACKED piece of &quot;BLACKWING ORGANIC MEATS ORGANIC BEEF STEAK STRIPS,&quot; with &quot;EST. 1996&quot; inside the USDA mark of inspection.; 1-lb. VACUUM-PACKED package of &quot;BLACKWING MEATS BLACKWING BEEF GROUND FROM ORGANIC BEEF,&quot; without USDA mark of inspection.; 12-oz. VACUUM-PACKED package of &quot;BLACKWING MEATS PORK GROUND MADE FROM ORGANIC PORK,&quot; without USDA mark of inspection.; 12-oz. VACUUM-PACKED package of &quot;BLACKWING MEATS Boneless Center Cut Pork Chops 2-6oz Made from Organic Pork,&quot; without the USDA mark of inspection.",,,,PHA-03252026-01-Labels.pdf,food,
14,14,FSIS,PHA-03232026-01,"16oz (1 lb.) PLASTIC, VACUUM-PACKED, packages containing &quot;WHITE OAK PASTURES, RADICALLY TRADITIONAL FARMING, GRASSFED GROUND BEEF&quot;.",,,,PHA-03232026-01-Labels.pdf,food,
13,13,FSIS,PHA-03132026-01,25.4-oz. boxes containing eight pieces of “LA BOULANGERIE TURKEY PESTO &amp; SWISS CHEESE POCKETS” with lot code 04926 and “best by” date 02/18/27 printed on the packaging.,,,,PHA_03132026-Food_Labels.pdf,food,
15,15,FSIS,005-2026-EXP,"Ajinomoto Foods North America, Inc. Expands Recall for Chicken and Pork Fried Rice, Ramen, and Shu Mai Products Due to Possible Foreign Matter Contamination",,,,Recall-005-2026-EXP-Labels.pdf,food,
290965,126748,USCG,26MF0158,VOLVO GROUP / VOLVO PENTA VOLVO PENTA AUTOPILO,VOLVO GROUP / VOLVO PENTA,VOLVO PENTA AUTOPILO,,123,boat,
16,16,FSIS,PHA-03012026-01,"6-oz. plastic packages containing &quot;DRIED HAWAIIAN STYLE BEEF CRISPS, ORIGINAL SALT &amp;amp; PEPPER FLAVOR&quot;, and bearing establishment number &quot;EST. 2625&quot; inside the USDA mark of inspection.; 4-oz. plastic packages containing &quot;PUNAHELE JERKY COMPANY INC UNCLE K&#039;S BEEF CRISPS&quot;.; 4-oz. plastic packages containing &quot;PUNAHELE JERKY COMPANY INC KILAUEA FIRE SPICY BEEF CRISPS&quot;.",,,,PHA-03012026-01-Labels.pdf,food,
17,17,FSIS,006-2026,• 32-oz. printed poly film bag packages of fully cooked frozen “Bremer FAMILY SIZE ITALIAN STYLE MEATBALLS” containing “about 64 meatballs per package” with “BEST BY” date of “10/30/26” with timestamps between 17:08 through 18:20 printed on the back of t,,,,Recall-006-2026-Food_Labels.pdf,food,
18,18,FSIS,005-2026,"1.53-kg. cardboard packages containing 6 bags of frozen “AJINOMOTO YAKITORI CHICKEN WITH JAPANESE-STYLE FRIED RICE” with BEST BEFORE/MEILLEUR AVANT dates 26 SE 09 through 26 NO 12.; 20-oz. (1 lb. 4 oz.) plastic bag packages containing frozen “TRADER JOE’S Chicken Fried Rice with stir fried rice, vegetables, seasoned dark chicken meat and eggs” with BEST BY dates 9/8/2026 through 11/17/2026.",,,,Recall-005-2026_Food_Labels.pdf,food,
19,19,FSIS,004-2026,"• 36-lb. cardboard cases containing individually, vacuum-packed and frozen  packages of “Shera BROADHEAD CLARIAS FISH WHOLE/GUTTED” weighing 10-18 oz/pc (300 – 500gr) each.; • 36-lb. cardboard cases containing individually, vacuum-packed and frozen  packages of “Shera BROADHEAD CLARIAS FISH STEAKS” weighing 1.8-lbs/package",,,,Recall-004-2026_Food_Labels.pdf,food,
20,20,FSIS,003-2026,"•	Cardboard cases containing eight 10-lb. chubs of “BEEF, COARSE GROUND, 73 L” with case code 18601, “Use/Freeze By: 02/04/26” and time stamps between 07:03 and 08:32 printed on two stickers placed on the outside of the case. The date and time stamps are; •	Cardboard cases containing four 10-lb. chubs of “FIRE RIVER FARMS CLASSIC BEEF FINE GROUND 73L” with case code 19583, “Use/Freeze By: 02/04/26” and time stamps between 07:03 and 08:32 printed on two stickers placed on the outside of the case. The date a; •	Cardboard cases containing four 10-lb. chubs of “FIRE RIVER FARMS CLASSIC BEEF FINE GROUND 81L” with case code 19563, “Use/Freeze By: 02/04/26” and time stamps between 07:03 and 08:32 printed on two stickers placed on the outside of the case. The date a",,,,Recall-003-2026-Labels.pdf,food,
21,21,FSIS,002-2026,"Variable weight cardboard boxes bearing a Canadian mark of inspection with an export mark indicating “Cert. No. Cert 336662” and containing “FROZEN PORK LOIN,BONELESS, CENTER 520MM” in plastic liners.",,,,Recall-002-2026-Labels.pdf,food,
22,22,FSIS,001-2026,"•	10-lb. cases containing two 5 lb. bags of fully cooked grilled chicken breast fillets with rib meat, with lot code 60104 P1382 287 5 J14 on the side of the case and on the package.",,,,Recall-001-2026-Label.pdf,food,
24,24,FSIS,042-2025,• 16-oz. (1-lb.) vacuum-sealed packages containing “FORWARD FARMS GRASS-FED GROUND BEEF” with “USE OF FREEZE BY 01/13/26 EST 2083” printed on the side of the packaging.,,,,Recall-042-2025-Labels_0.pdf,food,
23,23,FSIS,041-2025,"•	16-oz. vacuum-sealed plastic packages containing one, fully cooked “OLYMPIA PROVISIONS UNCURED HOLIDAY KIELBASA” with “BEST IF USED BY” date “02/19/26” printed on the side of the label.",,,,Recall-041-2025-Labels,food,
25,25,FSIS,040-2025,•	19.8-lb. cardboard boxes containing “Lorraine Quiche (with pork) La Madeleine” in metal trays wrapped in plastic.,,,,Recall-040-2025-Labels,food,
26,26,FSIS,039-2025,"10.9-lb. plastic-lined boxes containing 50 frozen tamales and labeled as “La Guadalupana MILD PORK TAMALES Wrapped in Corn Husks,” with pack date “10/07/25” and best buy date “10/08/26” represented on the label.",,,,Recall-039-2025-Labels.pdf,food,
27,27,FSIS,038-2025,"18-lb. cases containing four units of “FULLY COOKED BREADED CHICKEN PORTIONS,” with case code “P-1380 126237 B30851 23:11 K04” printed on the side of the packaging.",,,,Recall-038A-2025-Labels,food,
28,28,FSIS,037-2025,15-lb. plastic-lined boxes containing “GHANAIANWAY AFRICAN FOODS SALTED LAMB (KOOBI).”,,,,Recall-037-2025-Labels.pdf,food,
29,29,FSIS,036-2025,•	17.63-oz. plastic bag packages containing 5 “SAINT COXINHA XL CHICKEN CROQUETTES” with “best by” dates ranging “11/04/2025” to “04/19/2026” printed on the back of the packaging.; •	15.8-oz. plastic bag packages containing 15 “SAINT COXINHA CHICKEN CROQUETTES” with “best by” dates ranging “11/04/2025” to “04/19/2026” printed on the back of the packaging.; •	13.7-oz. plastic bag packages containing 13 “SAINT COXINHA GROUND BEEF CROQUETTE RISOLE DE CARNE” with “best by” date “02/02/2026” printed on the back of the packaging.,,,,Recall_036-2025_Labels,food,
292723,128506,USCG,25MF0572,"FLOE INTERNATIONAL INC Z2272, Z2373, Z2474",FLOE INTERNATIONAL INC,"Z2272, Z2373, Z2474",,FLO,boat,
30,30,FSIS,035-2025,5.5-oz. paper wrapped “Deli EXPRESS BBQ PULLED PORK on a sesame bun” sandwiches.,,,,Recall-035-2025-Labels.pdf,food,
31,31,FSIS,034-2025,"•	13.9-lb. cases containing “Hormel FIRE BRAISED MEATS ALL NATURAL BONELESS CHICKEN THIGH MEAT,” with item code “65009” printed on the label.; •	13.8-lb. cases containing 3-oz.“Hormel FIRE BRAISED MEATS ALL NATURAL BONELESS CHICKEN BREAST,” with item code “77531” printed on the label.; •	13.8-lb. cases containing 4-oz.“Hormel FIRE BRAISED MEATS ALL NATURAL BONELESS CHICKEN BREAST,” with item code “46750” printed on the label.; •	23.8-lb. cases containing 5-oz.“Hormel FIRE BRAISED MEATS ALL NATURAL BONELESS CHICKEN BREAST,” with item code “86206” printed on the label.; •	13.95-lb. cases containing “BONELESS CHICKEN BREAST WITH RIB MEAT,” with item code “134394” printed on the label.",,,,Recall-034-2025-Food-Label,food,
32,32,FSIS,033-2025,"LSI, Inc. Recalls BBQ Pork Jerky Product  Due To Possible Foreign Matter Contamination",,,,Recall-033-2025-Food-Label,food,
33,33,FSIS,032-2025,"M.C.I. Foods, Inc. Recalls Ready-To-Eat Breakfast Burrito and Wrap Products Due to Possible Listeria Contamination",,,,Recall-032-2025-Food-Labels.pdf,food,
34,34,FSIS,PHA-10072025-01,Sold by Blue Apron: 13.05-oz. plastic tray packages labeled &quot;DISH by Blue Apron Cheesy Chicken Mac with Vegetables&quot; with lot codes 25240 and 25247. The product bears establishment number &quot;P-3081.&quot;; Sold by Marley Spoon: 10.5-oz. packages labeled “BALANCE by Marley Spoon BBQ Sauce Beef Meatballs with Cheesy Cauliflower” with lot code 25255.  The product bears establishment number “Est. 47718.”,,,,PHA-10072025-01-Food-Labels.pdf,food,
35,35,FSIS,PHA-10062025-01,"•	10.1-oz. containers of “HELLO FRESH READY MADE MEALS CHEESY PULLED PORK PEPPER PASTA” with establishment number “Est. 47718” and lot code 49107 or establishment number “Est. 2937” and lot codes 48158 or 48840. This item was shipped directly to consumers; •	10-oz. containers of “HELLO FRESH READY MADE MEALS UNSTUFFED PEPPERS WITH GROUND TURKEY” with establishment number “P-47718” and lot codes 49569, 50069, 50073, or 50698. This item was shipped directly to consumers by HelloFresh.",,,,PHA-10072025-01-Food-Labels.pdf,food,
36,36,FSIS,031-2025,"Foster Poultry Farms, LLC Recalls Chicken Corn Dog and Ground Turkey on a Stick Products Due To Possible Extraneous Matter Contamination",,,,Recall_031-2025-Food_Labels.pdf,food,
37,37,FSIS,030-2025,The Hillshire Brands Company Recalls Corn Dog and Sausage On A Stick Products Due To Possible Extraneous Matter Contamination,,,,recall-030-2025-labels.pdf,food,
38,38,FSIS,PHA-09252025-01,"12-oz. clear plastic tray packages labeled “MARKETSIDE LINGUINE WITH BEEF MEATBALLS &amp; MARINARA SAUCE” with “best if used by” dates SEP 22, 2025; SEP 24, 2025; SEP 25, 2025; SEP 29, 2025; SEP 30, 2025; and OCT 01, 2025.; 16-oz. plastic tray packages labeled “TRADER JOE’S CAJUN STYLE BLACKENED CHICKEN BREAST FETTUCINE ALFREDO” with “best if used by” dates 9/20/2025, 9/24/2025, or 9/27/2025 printed on the front label of the packaging. The product bears establishment number",,,,PHA-09252025-01-Labels; PHA-09252025-01-Trader_Joes.pdf,food,
39,39,FSIS,PHA-09192025-01,"10-oz. clear plastic clamshell packages containing “TRADER JOE’S TURKEY GOBBLER WRAP” with “BEST BY SEP 16, 2025.”",,,,pha-09192025-01-labels.pdf,food,
290973,126756,USCG,25CG0019,KEY LARGO BOATS LLC CARIBBEAN SKIFF 153CC,KEY LARGO BOATS LLC,CARIBBEAN SKIFF 153CC,,KLB,boat,
292719,128502,USCG,25MF0370,CHRIS CRAFT BOATS SPORTSTER 28,CHRIS CRAFT BOATS,SPORTSTER 28,,CCB,boat,
292721,128504,USCG,25CG0018,RANGER BOATS RANGER VS1665SC,RANGER BOATS,RANGER VS1665SC,,RGR,boat,
292718,128501,USCG,25MF0315,MAVERICK BOAT GROUP INC PATHFINDER 2400 TRS,MAVERICK BOAT GROUP INC,PATHFINDER 2400 TRS,,MVI,boat,
290970,126753,USCG,25MF0277,AXIS WAKE RESEARCH AXIS,AXIS WAKE RESEARCH,AXIS,,AWR,boat,
290972,126755,USCG,25CG0017,TIDEWATER BOATS LLC TIDEWATER 180 CC BAY,TIDEWATER BOATS LLC,TIDEWATER 180 CC BAY,,NLP,boat,
292720,128503,USCG,25CG0011,THUNDER BLADE 7 SEAS BAY SPORT 15,THUNDER BLADE,7 SEAS BAY SPORT 15,,TBX,boat,
292716,128499,USCG,25MF0286,MERCURY MARINE DTS CONTROLS,MERCURY MARINE,DTS CONTROLS,,115,boat,
290971,126754,USCG,26MF0181,VECO S.P.A. CLIMMA MARINE A/C,VECO S.P.A.,CLIMMA MARINE A/C,,999,boat,
290974,126757,USCG,25MF0285,MERCURY MARINE MULTIPLE MERCURY OB,MERCURY MARINE,MULTIPLE MERCURY OB,,115,boat,
292715,128498,USCG,25MF0217,"MALIBU INC CS22, CS23, R4, R6",MALIBU INC,"CS22, CS23, R4, R6",,FGE,boat,
290968,126751,USCG,25MF0117,"VOLVO PENTA V6 AND V8 WITH SX,..",VOLVO PENTA,"V6 AND V8 WITH SX,..",,111,boat,
290969,126752,USCG,25MF0118,VOLVO PENTA D4 AND D6,VOLVO PENTA,D4 AND D6,,111,boat,
292703,128486,USCG,25MF0036,"MALIBU INC A29,R30,R31,R33,R35",MALIBU INC,"A29,R30,R31,R33,R35",,FGE,boat,
292722,128505,USCG,25CG0001,"SORENSEN BOATS, LLC MAYCRAFT 1900 CC","SORENSEN BOATS, LLC",MAYCRAFT 1900 CC,,SBO,boat,
290982,126765,USCG,24CG0035,G3 BOATS SPORTSMAN 1610 SS,G3 BOATS,SPORTSMAN 1610 SS,,GEN,boat,
290985,126768,USCG,24CG0030,CUSTOM COMPOSITES RIVER VIXEN B-60,CUSTOM COMPOSITES,RIVER VIXEN B-60,,IFX,boat,
292724,128507,USCG,24CG0029,FIBERCRAFT BOATS MOUNTAIN SKIFF 170,FIBERCRAFT BOATS,MOUNTAIN SKIFF 170,,TBK,boat,
290981,126764,USCG,24MF0527,"MALIBU INC CS22, CS23, R4, R6",MALIBU INC,"CS22, CS23, R4, R6",,FGE,boat,
292712,128495,USCG,24CG0026,ALWELD COMMERCIAL BOATS INC 1752 PANFISH,ALWELD COMMERCIAL BOATS INC,1752 PANFISH,,AWL,boat,
292717,128500,USCG,24CG0017,VISION MARINE TECHNOLOGY PHANTOM,VISION MARINE TECHNOLOGY,PHANTOM,,QYT,boat,
292711,128494,USCG,24CG0015,NORTHPORT MARINE LLC F160SC,NORTHPORT MARINE LLC,F160SC,,MRR,boat,
292692,128475,USCG,24MF0390,DOMETIC N/A,DOMETIC,N/A,,999,boat,
292706,128489,USCG,24CG0012,FIBERCRAFT BOATS SAND SHARK PRO VEE 160,FIBERCRAFT BOATS,SAND SHARK PRO VEE 160,,TBK,boat,
292695,128478,USCG,24MF0239,SEA RAY BOATS MULTIPLE,SEA RAY BOATS,MULTIPLE,,SER,boat,
292709,128492,USCG,24CG0008,MI TIDE BOATS LLC V 1700,MI TIDE BOATS LLC,V 1700,,MTB,boat,
290976,126759,USCG,24CG0007,WELD CRAFT MFG INC 1652VV CC LW,WELD CRAFT MFG INC,1652VV CC LW,,WKG,boat,
290977,126760,USCG,24CG0006,MARATHON BOAT GROUP INC THE DUKE 1236,MARATHON BOAT GROUP INC,THE DUKE 1236,,GMM,boat,
292702,128485,USCG,24MF0193,PRINCECRAFT BOATS INC AMAROK 166 WS AND SC,PRINCECRAFT BOATS INC,AMAROK 166 WS AND SC,,QJT,boat,
290975,126758,USCG,24MF0168,INDMAR INDMAR,INDMAR,INDMAR,,999,boat,
290983,126766,USCG,24MF0156,"AVIARA BOATS, LLC AV36","AVIARA BOATS, LLC",AV36,,AVL,boat,
292691,128474,USCG,24MF0315,CUMMINS CUMMINS 6C8.3,CUMMINS,CUMMINS 6C8.3,,111,boat,
292694,128477,USCG,24MF0151,BRUNSWICK FAMILY BOAT CO INC DX2000 AND D20,BRUNSWICK FAMILY BOAT CO INC,DX2000 AND D20,,BLB,boat,
292690,128473,USCG,24CG0003,LEGEND CRAFT BOATS LLC 1448 SS,LEGEND CRAFT BOATS LLC,1448 SS,,LCF,boat,
